expfile,m,n,k
exp_512_09.csv,247,7848,512
exp_512_09.csv,1272,11264,512
exp_512_09.csv,8710,2244,512
exp_512_09.csv,5712,2624,512
exp_512_09.csv,2247,8404,512
exp_512_09.csv,5913,1979,512
exp_512_09.csv,4159,4379,512
exp_512_09.csv,1793,1081,512
exp_512_09.csv,2780,1405,512
exp_512_09.csv,6501,1004,512
exp_512_09.csv,621,6289,512
exp_512_28.csv,7447,1926,512
exp_512_28.csv,2492,4434,512
exp_512_28.csv,2883,6552,512
exp_512_28.csv,2859,1142,512
exp_512_28.csv,4219,2008,512
exp_512_28.csv,5374,3025,512
exp_512_28.csv,6552,2883,512
exp_512_28.csv,2175,1791,512
exp_512_28.csv,5643,1154,512
exp_512_28.csv,2318,5056,512
exp_512_28.csv,2920,6469,512
exp_512_28.csv,1208,2703,512
exp_512_28.csv,869,13485,512
exp_512_28.csv,525,3715,512
exp_512_28.csv,1786,2551,512
exp_512_28.csv,980,2649,512
exp_512_28.csv,1791,5080,512
exp_512_28.csv,1605,11769,512
exp_512_28.csv,2624,4967,512
exp_512_28.csv,3083,5070,512
exp_512_28.csv,3786,3271,512
exp_512_28.csv,2425,4026,512
exp_512_28.csv,1420,2743,512
exp_512_28.csv,6082,2462,512
exp_512_28.csv,5817,2348,512
exp_512_28.csv,13509,1011,512
exp_512_28.csv,13207,1231,512
exp_512_28.csv,3,3,3
exp_512_28.csv,844,767,512
exp_512_28.csv,2685,4612,512
exp_512_28.csv,6430,2027,512
exp_512_28.csv,945,685,512
exp_512_28.csv,13548,1200,512
exp_512_28.csv,2703,1208,512
exp_512_28.csv,1142,2859,512
exp_512_28.csv,2743,1420,512
exp_512_28.csv,1748,6321,512
exp_512_28.csv,6528,2691,512
exp_512_28.csv,5715,1592,512
exp_512_28.csv,1005,1280,512
exp_512_28.csv,4788,1089,512
exp_512_28.csv,1748,3356,512
exp_512_28.csv,854,3040,512
exp_512_28.csv,1011,13509,512
exp_512_28.csv,13485,869,512
exp_512_28.csv,5080,1791,512
exp_512_28.csv,2742,1191,512
exp_512_28.csv,2011,3569,512
exp_512_28.csv,3074,5501,512
exp_512_28.csv,2829,3216,512
exp_512_28.csv,685,945,512
exp_512_28.csv,3356,1748,512
exp_512_28.csv,2271,1715,512
exp_512_28.csv,3569,2011,512
exp_512_28.csv,7975,2286,512
exp_512_28.csv,1788,5461,512
exp_512_28.csv,4535,2584,512
exp_512_28.csv,1655,391,512
exp_512_28.csv,2691,6528,512
exp_512_28.csv,195,6596,512
exp_512_28.csv,3073,3596,512
exp_512_28.csv,1200,13548,512
exp_512_28.csv,1905,1024,512
exp_512_28.csv,2106,7423,512
exp_512_28.csv,4967,2624,512
exp_512_28.csv,9304,1401,512
exp_512_28.csv,4770,3545,512
exp_512_28.csv,767,844,512
exp_512_28.csv,11816,1323,512
exp_512_28.csv,5984,1740,512
exp_512_28.csv,2286,7975,512
exp_512_28.csv,4743,1237,512
exp_512_28.csv,8727,1565,512
exp_512_28.csv,5083,3456,512
exp_512_28.csv,7453,1397,512
exp_512_28.csv,391,1655,512
exp_512_28.csv,2462,6082,512
exp_512_28.csv,1237,4743,512
exp_512_28.csv,1420,12371,512
exp_512_28.csv,3271,3786,512
exp_512_28.csv,10968,1780,512
exp_512_28.csv,2593,1001,512
exp_512_28.csv,2698,4590,512
exp_512_28.csv,8179,2229,512
exp_512_28.csv,827,10244,512
exp_512_28.csv,6469,2920,512
exp_512_28.csv,5056,2318,512
exp_512_28.csv,6024,1295,512
exp_512_28.csv,1295,6024,512
exp_512_28.csv,2551,1786,512
exp_512_28.csv,3216,2829,512
exp_512_28.csv,3850,1524,512
exp_512_28.csv,1397,7453,512
exp_512_28.csv,3961,1644,512
exp_512_28.csv,2598,5520,512
exp_512_28.csv,5461,1788,512
exp_512_28.csv,11383,1715,512
exp_512_28.csv,2027,6430,512
exp_512_28.csv,4634,1549,512
exp_512_28.csv,1592,5715,512
exp_512_28.csv,1089,4788,512
exp_512_28.csv,1549,4634,512
exp_512_28.csv,4434,2492,512
exp_512_28.csv,2531,3082,512
exp_512_28.csv,1791,2175,512
exp_512_28.csv,1780,10968,512
exp_512_28.csv,4147,3458,512
exp_512_28.csv,1926,7447,512
exp_512_28.csv,3096,2318,512
exp_512_28.csv,3025,5374,512
exp_512_28.csv,6596,195,512
exp_512_28.csv,4003,2439,512
exp_512_28.csv,2048,2048,2048
exp_512_28.csv,4,4,4
exp_512_28.csv,2769,1883,512
exp_512_28.csv,392,13302,512
exp_512_28.csv,1644,3961,512
exp_512_28.csv,2584,4535,512
exp_512_28.csv,2699,3139,512
exp_512_28.csv,1,1,1
exp_512_28.csv,2348,5817,512
exp_512_28.csv,4356,1791,512
exp_512_28.csv,2659,2449,512
exp_512_28.csv,10244,827,512
exp_512_28.csv,4612,2685,512
exp_512_28.csv,7112,2745,512
exp_512_28.csv,2,2,2
exp_512_28.csv,935,2086,512
exp_512_28.csv,2649,980,512
exp_512_28.csv,3040,854,512
exp_512_28.csv,557,2309,512
exp_512_28.csv,1024,1905,512
exp_512_28.csv,1715,11383,512
exp_512_28.csv,3458,4147,512
exp_512_28.csv,3456,5083,512
exp_512_28.csv,1323,11816,512
exp_512_28.csv,12371,1420,512
exp_512_28.csv,1463,3114,512
exp_512_28.csv,1883,2769,512
exp_512_28.csv,1401,9304,512
exp_512_28.csv,4590,2698,512
exp_512_28.csv,11984,1411,512
exp_512_28.csv,6158,1691,512
exp_512_28.csv,3715,525,512
exp_512_28.csv,2086,935,512
exp_512_28.csv,5501,3074,512
exp_512_28.csv,1178,15475,512
exp_512_28.csv,1001,2593,512
exp_512_28.csv,11769,1605,512
exp_512_28.csv,3596,3073,512
exp_512_28.csv,1154,5643,512
exp_512_28.csv,1191,2742,512
exp_512_28.csv,15475,1178,512
exp_512_28.csv,1524,3850,512
exp_512_28.csv,1565,8727,512
exp_512_28.csv,1411,11984,512
exp_512_28.csv,2542,5891,512
exp_512_28.csv,1444,3155,512
exp_512_28.csv,4026,2425,512
exp_512_28.csv,3114,1463,512
exp_512_28.csv,1280,1005,512
exp_512_28.csv,6321,1748,512
exp_512_28.csv,2008,4219,512
exp_512_28.csv,5070,3083,512
exp_512_28.csv,3139,2699,512
exp_512_28.csv,7423,2106,512
exp_512_28.csv,1231,13207,512
exp_512_28.csv,5520,2598,512
exp_512_28.csv,3545,4770,512
exp_512_28.csv,2745,7112,512
exp_512_28.csv,3082,2531,512
exp_512_28.csv,13302,392,512
exp_512_28.csv,2449,2659,512
exp_512_28.csv,2309,557,512
exp_512_28.csv,1740,5984,512
exp_512_28.csv,3155,1444,512
exp_512_28.csv,1715,2271,512
exp_512_28.csv,2439,4003,512
exp_512_28.csv,2318,3096,512
exp_512_28.csv,1691,6158,512
exp_512_28.csv,1791,4356,512
exp_512_28.csv,2229,8179,512
exp_512_28.csv,5891,2542,512
exp_shuffled_08.csv,6553,1190,512
exp_shuffled_08.csv,627,11409,512
exp_shuffled_08.csv,9566,6539,128
exp_shuffled_08.csv,11103,6567,128
exp_shuffled_08.csv,3639,3582,512
exp_shuffled_08.csv,2940,11060,256
exp_shuffled_08.csv,9222,7350,128
exp_shuffled_08.csv,3701,875,512
exp_shuffled_08.csv,3132,4155,256
exp_shuffled_08.csv,1859,4893,512
exp_shuffled_08.csv,13697,4372,128
exp_shuffled_08.csv,8885,4100,256
exp_shuffled_08.csv,14778,2114,256
exp_shuffled_08.csv,2839,1836,512
exp_shuffled_08.csv,2492,1035,256
exp_shuffled_08.csv,6752,8097,128
exp_shuffled_08.csv,14565,2144,128
exp_shuffled_08.csv,1910,7847,512
exp_shuffled_08.csv,14215,369,128
exp_shuffled_08.csv,4372,13697,128
exp_shuffled_08.csv,9307,2102,256
exp_shuffled_08.csv,8645,6324,128
exp_shuffled_08.csv,5195,5265,256
exp_shuffled_08.csv,9137,3137,256
exp_shuffled_08.csv,2678,3391,256
exp_shuffled_08.csv,7451,3496,256
exp_shuffled_08.csv,850,14569,512
exp_shuffled_08.csv,866,4515,512
exp_shuffled_08.csv,9002,8386,128
exp_shuffled_08.csv,12948,2821,128
exp_shuffled_08.csv,3567,8755,128
exp_shuffled_08.csv,2662,1714,512
exp_shuffled_08.csv,1971,5617,512
exp_shuffled_08.csv,4962,1057,128
exp_shuffled_08.csv,3391,2678,256
exp_shuffled_08.csv,2072,3783,256
exp_shuffled_08.csv,1562,6664,128
exp_shuffled_08.csv,13585,1344,256
exp_shuffled_08.csv,998,9098,256
exp_shuffled_08.csv,2866,1130,512
exp_shuffled_08.csv,5818,12086,128
exp_shuffled_08.csv,1844,724,256
exp_shuffled_08.csv,1422,5513,256
exp_shuffled_08.csv,2825,465,512
exp_shuffled_08.csv,6959,3752,128
exp_shuffled_08.csv,11563,680,128
exp_shuffled_08.csv,9886,2107,128
exp_shuffled_08.csv,3548,3849,512
exp_shuffled_08.csv,1676,10912,128
exp_shuffled_08.csv,1920,8812,256
exp_shuffled_08.csv,7928,1973,128
exp_shuffled_08.csv,3188,4500,256
exp_shuffled_08.csv,5103,758,256
exp_shuffled_08.csv,5295,13280,128
exp_shuffled_08.csv,350,14895,512
exp_shuffled_08.csv,5771,9937,128
exp_shuffled_08.csv,8739,1342,512
exp_shuffled_08.csv,301,4365,512
exp_shuffled_08.csv,6592,2466,512
exp_shuffled_08.csv,4372,2077,256
exp_shuffled_08.csv,5339,3664,256
exp_shuffled_08.csv,8174,2232,512
exp_shuffled_08.csv,1331,1003,256
exp_shuffled_08.csv,1316,14865,256
exp_shuffled_08.csv,10564,2589,256
exp_shuffled_08.csv,2943,3547,256
exp_shuffled_08.csv,2737,6179,512
exp_shuffled_08.csv,2894,5399,256
exp_shuffled_08.csv,12249,584,512
exp_shuffled_08.csv,2521,9286,256
exp_shuffled_08.csv,4978,518,256
exp_shuffled_08.csv,2115,4624,512
exp_shuffled_08.csv,3664,5339,256
exp_shuffled_08.csv,1657,9429,256
exp_shuffled_08.csv,1659,11005,256
exp_shuffled_08.csv,5107,2044,256
exp_shuffled_08.csv,3137,9137,256
exp_shuffled_08.csv,6232,1675,256
exp_shuffled_08.csv,1048,7503,128
exp_shuffled_08.csv,1253,5205,512
exp_shuffled_08.csv,3,3,3
exp_shuffled_08.csv,2000,3267,256
exp_shuffled_08.csv,8159,2155,512
exp_shuffled_08.csv,5253,6687,256
exp_shuffled_08.csv,2679,11188,256
exp_shuffled_08.csv,2359,8003,512
exp_shuffled_08.csv,3152,6193,512
exp_shuffled_08.csv,11689,6679,128
exp_shuffled_08.csv,1976,4290,512
exp_shuffled_08.csv,11409,627,512
exp_shuffled_08.csv,10561,3573,256
exp_shuffled_08.csv,1944,5030,512
exp_shuffled_08.csv,2178,1161,128
exp_shuffled_08.csv,3313,4319,512
exp_shuffled_08.csv,6567,11103,128
exp_shuffled_08.csv,5289,5426,128
exp_shuffled_08.csv,3976,2619,512
exp_shuffled_08.csv,1990,13744,256
exp_shuffled_08.csv,4500,3188,256
exp_shuffled_08.csv,724,1844,256
exp_shuffled_08.csv,1342,8739,512
exp_shuffled_08.csv,2773,15015,128
exp_shuffled_08.csv,3035,4500,512
exp_shuffled_08.csv,3995,11718,128
exp_shuffled_08.csv,14895,350,512
exp_shuffled_08.csv,13591,1630,256
exp_shuffled_08.csv,9084,6886,128
exp_shuffled_08.csv,3762,10390,256
exp_shuffled_08.csv,930,2719,128
exp_shuffled_08.csv,5793,4041,256
exp_shuffled_08.csv,1048,3731,512
exp_shuffled_08.csv,8263,1736,256
exp_shuffled_08.csv,1675,6232,256
exp_shuffled_08.csv,5672,5962,256
exp_shuffled_08.csv,8019,8119,128
exp_shuffled_08.csv,8003,2359,512
exp_shuffled_08.csv,1862,4885,512
exp_shuffled_08.csv,15015,2773,128
exp_shuffled_08.csv,1595,416,512
exp_shuffled_08.csv,8899,1976,512
exp_shuffled_08.csv,1109,11704,128
exp_shuffled_08.csv,1143,4583,256
exp_shuffled_08.csv,2114,14778,256
exp_shuffled_08.csv,6886,9084,128
exp_shuffled_08.csv,9662,6739,128
exp_shuffled_08.csv,2106,4319,512
exp_shuffled_08.csv,5437,14360,128
exp_shuffled_08.csv,3221,4851,256
exp_shuffled_08.csv,11350,1720,512
exp_shuffled_08.csv,11218,3488,128
exp_shuffled_08.csv,4036,8394,128
exp_shuffled_08.csv,6795,5170,256
exp_shuffled_08.csv,10394,504,256
exp_shuffled_08.csv,6440,1821,512
exp_shuffled_08.csv,2197,9481,128
exp_shuffled_08.csv,2635,5936,128
exp_shuffled_08.csv,5076,762,256
exp_shuffled_08.csv,6679,11689,128
exp_shuffled_08.csv,9481,2197,128
exp_shuffled_08.csv,4885,1862,512
exp_shuffled_08.csv,1190,6553,512
exp_shuffled_08.csv,6973,9337,128
exp_shuffled_08.csv,13002,5608,128
exp_shuffled_08.csv,11188,2679,256
exp_shuffled_08.csv,10912,1676,128
exp_shuffled_08.csv,4145,4554,512
exp_shuffled_08.csv,7651,10204,128
exp_shuffled_08.csv,1736,8263,256
exp_shuffled_08.csv,8649,3019,128
exp_shuffled_08.csv,4583,1143,256
exp_shuffled_08.csv,4297,4246,512
exp_shuffled_08.csv,2846,3657,128
exp_shuffled_08.csv,2938,11067,256
exp_shuffled_08.csv,2317,9561,256
exp_shuffled_08.csv,13280,5295,128
exp_shuffled_08.csv,3162,7831,256
exp_shuffled_08.csv,4564,8574,128
exp_shuffled_08.csv,5904,4855,256
exp_shuffled_08.csv,15242,3412,128
exp_shuffled_08.csv,11005,1659,256
exp_shuffled_08.csv,3496,7451,256
exp_shuffled_08.csv,6193,3152,512
exp_shuffled_08.csv,8111,3534,256
exp_shuffled_08.csv,2,2,2
exp_shuffled_08.csv,8565,3041,256
exp_shuffled_08.csv,5597,1049,512
exp_shuffled_08.csv,5170,6795,256
exp_shuffled_08.csv,610,1088,512
exp_shuffled_08.csv,6118,3621,256
exp_shuffled_08.csv,255,5235,256
exp_shuffled_08.csv,758,5103,256
exp_shuffled_08.csv,9379,1384,128
exp_shuffled_08.csv,8869,3961,256
exp_shuffled_08.csv,4761,12045,128
exp_shuffled_08.csv,3573,10561,256
exp_shuffled_08.csv,4319,2106,512
exp_shuffled_08.csv,1935,9756,512
exp_shuffled_08.csv,3621,6118,256
exp_shuffled_08.csv,3188,2049,256
exp_shuffled_08.csv,2499,12501,256
exp_shuffled_08.csv,6965,7849,128
exp_shuffled_08.csv,10390,3762,256
exp_shuffled_08.csv,2991,3480,128
exp_shuffled_08.csv,5265,5195,256
exp_shuffled_08.csv,5765,13095,128
exp_shuffled_25.csv,3065,9354,256
exp_shuffled_25.csv,5627,2199,512
exp_shuffled_25.csv,2101,5259,512
exp_shuffled_25.csv,7683,10172,128
exp_shuffled_25.csv,13773,993,512
exp_shuffled_25.csv,568,9113,256
exp_shuffled_25.csv,1847,363,512
exp_shuffled_25.csv,3357,780,512
exp_shuffled_25.csv,4561,6574,256
exp_shuffled_25.csv,3054,11521,256
exp_shuffled_25.csv,5969,12648,128
exp_shuffled_25.csv,8006,2440,512
exp_shuffled_25.csv,11877,1979,128
exp_shuffled_25.csv,1334,3420,512
exp_shuffled_25.csv,4067,8962,128
exp_shuffled_25.csv,10651,6109,128
exp_shuffled_25.csv,500,10420,512
exp_shuffled_25.csv,7526,1207,256
exp_shuffled_25.csv,11930,6328,128
exp_shuffled_25.csv,8446,2783,128
exp_shuffled_25.csv,1927,3046,512
exp_shuffled_25.csv,1462,5341,512
exp_shuffled_25.csv,803,1646,512
exp_shuffled_25.csv,6526,1799,256
exp_shuffled_25.csv,2,2,2
exp_shuffled_25.csv,1569,1254,512
exp_shuffled_25.csv,671,1995,256
exp_shuffled_25.csv,9354,3065,256
exp_shuffled_25.csv,2329,1397,512
exp_shuffled_25.csv,5277,12840,128
exp_shuffled_25.csv,2833,1837,128
exp_shuffled_25.csv,3046,1927,512
exp_shuffled_25.csv,6685,4485,256
exp_shuffled_25.csv,12648,5969,128
exp_shuffled_25.csv,11301,5524,128
exp_shuffled_25.csv,3410,4962,512
exp_shuffled_25.csv,1184,566,512
exp_shuffled_25.csv,5120,7119,128
exp_shuffled_25.csv,5733,2728,256
exp_shuffled_25.csv,6429,4255,256
exp_shuffled_25.csv,14591,3217,128
exp_shuffled_25.csv,9672,4578,128
exp_shuffled_25.csv,2775,4692,512
exp_shuffled_25.csv,8850,8831,128
exp_shuffled_25.csv,6208,5668,256
exp_shuffled_25.csv,7028,9999,128
exp_shuffled_25.csv,7846,1577,512
exp_shuffled_25.csv,3890,2003,128
exp_shuffled_25.csv,9113,568,256
exp_shuffled_25.csv,1551,1688,256
exp_shuffled_25.csv,5332,976,128
exp_shuffled_25.csv,991,3934,512
exp_shuffled_25.csv,5624,6945,256
exp_shuffled_25.csv,5259,2101,512
exp_shuffled_25.csv,8359,1243,256
exp_shuffled_25.csv,449,1493,512
exp_shuffled_25.csv,6479,906,512
exp_shuffled_25.csv,2761,8513,128
exp_shuffled_25.csv,9979,2477,256
exp_shuffled_25.csv,8449,7088,128
exp_shuffled_25.csv,2696,2896,256
exp_shuffled_25.csv,4260,2756,256
exp_shuffled_25.csv,6000,4120,256
exp_shuffled_25.csv,14301,2731,128
exp_shuffled_25.csv,13794,1983,256
exp_shuffled_25.csv,2007,9730,256
exp_shuffled_25.csv,1124,2272,128
exp_shuffled_25.csv,7773,3857,256
exp_shuffled_25.csv,852,9165,256
exp_shuffled_25.csv,8039,9065,128
exp_shuffled_25.csv,881,8843,128
exp_shuffled_25.csv,4357,2991,256
exp_shuffled_25.csv,2552,7400,512
exp_shuffled_25.csv,7173,4359,256
exp_shuffled_25.csv,2938,6230,128
exp_shuffled_25.csv,2357,8846,256
exp_shuffled_25.csv,1462,1747,128
exp_shuffled_25.csv,3554,4033,256
exp_shuffled_25.csv,9999,7028,128
exp_shuffled_25.csv,4540,1434,512
exp_shuffled_25.csv,2728,5733,256
exp_shuffled_25.csv,6490,1305,512
exp_shuffled_25.csv,2477,9979,256
exp_shuffled_25.csv,4002,5853,256
exp_shuffled_25.csv,7596,860,256
exp_shuffled_25.csv,2729,11457,256
exp_shuffled_25.csv,3750,5540,128
exp_shuffled_25.csv,604,8570,256
exp_shuffled_25.csv,766,8499,512
exp_shuffled_25.csv,1042,6864,512
exp_shuffled_25.csv,1321,12809,512
exp_shuffled_25.csv,9591,5428,128
exp_shuffled_25.csv,6945,5624,256
exp_shuffled_25.csv,2176,8078,512
exp_shuffled_25.csv,6683,4666,128
exp_shuffled_25.csv,814,3996,512
exp_shuffled_25.csv,6982,9705,128
exp_shuffled_25.csv,3123,2712,512
exp_shuffled_25.csv,6954,2247,512
exp_shuffled_25.csv,4082,8296,256
exp_shuffled_25.csv,5031,1552,256
exp_shuffled_25.csv,3134,13291,128
exp_shuffled_25.csv,10609,1467,128
exp_shuffled_25.csv,6804,8038,128
exp_shuffled_25.csv,7041,6666,128
exp_shuffled_25.csv,4324,9032,128
exp_shuffled_25.csv,14985,5038,128
exp_shuffled_25.csv,2772,15027,128
exp_shuffled_25.csv,10024,5974,128
exp_shuffled_25.csv,140,14057,512
exp_shuffled_25.csv,3988,9461,256
exp_shuffled_25.csv,1133,9752,512
exp_shuffled_25.csv,3542,378,256
exp_shuffled_25.csv,8939,4953,128
exp_shuffled_25.csv,3460,4520,256
exp_shuffled_25.csv,7915,3624,128
exp_shuffled_25.csv,5518,938,256
exp_shuffled_25.csv,7878,1239,512
exp_shuffled_25.csv,2236,2327,128
exp_shuffled_25.csv,643,14128,256
exp_shuffled_25.csv,3347,4282,256
exp_shuffled_25.csv,915,14241,256
exp_shuffled_25.csv,2816,12943,128
exp_shuffled_25.csv,5540,3750,128
exp_shuffled_25.csv,4807,5412,256
exp_shuffled_25.csv,7254,7890,128
exp_shuffled_25.csv,6059,2796,256
exp_shuffled_25.csv,8345,3278,256
exp_shuffled_25.csv,3577,732,256
exp_shuffled_25.csv,3580,5803,128
exp_shuffled_25.csv,8071,7734,128
exp_shuffled_25.csv,900,8676,512
exp_shuffled_25.csv,976,9307,256
exp_shuffled_25.csv,4511,3450,128
exp_shuffled_25.csv,1995,671,256
exp_shuffled_25.csv,1718,2269,256
exp_shuffled_25.csv,857,8346,512
exp_shuffled_25.csv,1578,8258,256
exp_shuffled_25.csv,15424,1013,512
exp_shuffled_25.csv,7271,7160,128
exp_shuffled_25.csv,8198,3804,128
exp_shuffled_25.csv,3,3,3
exp_shuffled_25.csv,3134,3735,512
exp_shuffled_25.csv,1679,3103,512
exp_shuffled_25.csv,5597,2909,512
exp_shuffled_25.csv,3804,8198,128
exp_shuffled_25.csv,6567,7528,128
exp_shuffled_25.csv,3471,8260,256
exp_shuffled_25.csv,9298,5882,128
exp_shuffled_25.csv,938,5518,256
exp_shuffled_25.csv,1,1,1
exp_shuffled_25.csv,4120,6000,256
exp_shuffled_25.csv,4133,3462,512
exp_shuffled_25.csv,10181,1279,512
exp_shuffled_25.csv,11035,1357,512
exp_shuffled_25.csv,3735,3134,512
exp_shuffled_25.csv,13146,4354,128
exp_shuffled_25.csv,2634,2964,512
exp_shuffled_25.csv,3553,4582,512
exp_shuffled_25.csv,3984,6530,256
exp_shuffled_25.csv,6810,4579,128
exp_shuffled_25.csv,3055,5120,256
exp_shuffled_25.csv,1972,6607,128
exp_shuffled_25.csv,2985,6327,512
exp_shuffled_25.csv,2038,4789,512
exp_shuffled_25.csv,14722,663,512
exp_shuffled_25.csv,8258,1578,256
exp_shuffled_25.csv,2758,4244,512
exp_shuffled_25.csv,4666,6683,128
exp_shuffled_25.csv,5428,9591,128
exp_shuffled_25.csv,1243,8359,256
exp_shuffled_25.csv,10450,5731,128
exp_shuffled_25.csv,5354,3403,512
exp_shuffled_25.csv,12840,5277,128
exp_shuffled_25.csv,4975,4191,256
exp_shuffled_25.csv,6298,1237,128
exp_shuffled_25.csv,4141,4400,512
exp_shuffled_25.csv,9705,6982,128
exp_shuffled_25.csv,6669,9360,128
exp_shuffled_25.csv,5341,1462,512
exp_shuffled_25.csv,8925,150,256
exp_shuffled_25.csv,14374,3805,128
exp_shuffled_25.csv,150,8925,256
exp_random_03.csv,1011,1074,5214
exp_random_03.csv,1110,3894,2006
exp_random_03.csv,1074,5214,1011
exp_random_03.csv,1849,3360,1342
exp_random_03.csv,1342,2221,1569
exp_random_03.csv,3894,2006,1110
exp_random_03.csv,2784,2482,966
exp_random_03.csv,2720,1087,1464
exp_random_03.csv,1221,2060,1191
exp_random_03.csv,863,3246,2383
exp_random_03.csv,2647,903,4182
exp_random_03.csv,903,4182,2647
exp_random_03.csv,1216,742,368
exp_random_03.csv,318,2752,8385
exp_random_03.csv,2060,1191,1221
exp_random_03.csv,1257,1354,2747
exp_random_03.csv,4523,446,3964
exp_random_03.csv,747,2907,3530
exp_random_03.csv,1195,3254,257
exp_random_03.csv,2482,966,2784
exp_random_03.csv,805,3005,829
exp_random_03.csv,1342,1849,3360
exp_random_03.csv,1172,950,1498
exp_random_03.csv,1693,2680,2056
exp_random_03.csv,1216,368,742
exp_random_03.csv,226,1365,11866
exp_random_03.csv,10311,570,681
exp_random_03.csv,1257,2747,1354
exp_random_03.csv,8385,2752,318
exp_random_03.csv,9664,1097,534
exp_random_03.csv,10058,955,937
exp_random_03.csv,7004,7574,132
exp_random_03.csv,5725,933,1125
exp_random_03.csv,398,6412,2485
exp_random_03.csv,1087,2720,1464
exp_random_03.csv,1396,1129,1058
exp_random_03.csv,357,5624,1165
exp_random_03.csv,570,10311,681
exp_random_03.csv,107,7944,5879
exp_random_03.csv,1498,1172,950
exp_random_03.csv,1461,4515,555
exp_random_03.csv,1047,855,8562
exp_random_03.csv,1365,226,11866
exp_random_03.csv,3776,7959,233
exp_random_03.csv,1725,1891,2859
exp_random_03.csv,2784,966,2482
exp_random_03.csv,1080,6563,330
exp_random_03.csv,3865,7299,213
exp_random_03.csv,1425,762,1536
exp_random_03.csv,8385,318,2752
exp_random_03.csv,446,4523,3964
exp_random_03.csv,555,1461,4515
exp_random_03.csv,7944,107,5879
exp_random_03.csv,1698,546,5751
exp_random_03.csv,7959,3776,233
exp_random_03.csv,8244,361,2243
exp_random_03.csv,1154,544,4261
exp_random_03.csv,252,4446,4174
exp_random_03.csv,3855,8588,171
exp_random_03.csv,7959,233,3776
exp_random_03.csv,5879,107,7944
exp_random_03.csv,1645,2193,2495
exp_random_03.csv,1185,1182,5709
exp_random_03.csv,8244,2243,361
exp_random_03.csv,1855,3225,1060
exp_random_03.csv,3964,4523,446
exp_random_03.csv,7944,5879,107
exp_random_03.csv,1460,4199,1360
exp_random_03.csv,193,3151,546
exp_random_03.csv,937,541,2615
exp_random_03.csv,958,1704,812
exp_random_03.csv,79,7832,4842
exp_random_03.csv,2025,1580,836
exp_random_03.csv,1478,1078,5854
exp_random_03.csv,469,605,3522
exp_random_03.csv,972,627,1640
exp_random_03.csv,7742,1095,826
exp_random_03.csv,3268,503,202
exp_random_03.csv,2243,361,8244
exp_random_03.csv,825,667,10919
exp_random_03.csv,2221,1569,1342
exp_random_03.csv,8401,471,676
exp_random_03.csv,1498,950,1172
exp_random_03.csv,1154,4261,544
exp_random_03.csv,2724,788,4657
exp_random_03.csv,627,1640,972
exp_random_03.csv,11631,92,4670
exp_random_03.csv,667,825,10919
exp_random_03.csv,167,14468,830
exp_random_03.csv,701,2309,5357
exp_random_03.csv,4582,1474,740
exp_random_03.csv,1006,1079,616
exp_random_03.csv,1399,779,614
exp_random_03.csv,779,614,1399
exp_random_03.csv,3246,863,2383
exp_random_03.csv,5879,7944,107
exp_random_03.csv,1354,1257,2747
exp_random_03.csv,779,1399,614
exp_random_03.csv,7299,3865,213
exp_random_03.csv,10440,821,505
exp_random_03.csv,3225,1060,1855
exp_random_03.csv,1191,1221,2060
exp_random_03.csv,1640,972,627
exp_random_03.csv,79,4842,7832
exp_random_03.csv,2680,1693,2056
exp_random_03.csv,5798,221,7024
exp_random_03.csv,1443,4307,536
exp_random_03.csv,1172,1498,950
exp_random_03.csv,5751,1698,546
exp_random_03.csv,92,11631,4670
exp_random_03.csv,1360,1460,4199
exp_random_03.csv,9592,977,783
exp_random_03.csv,1079,616,1006
exp_random_03.csv,9592,783,977
exp_random_03.csv,5709,1182,1185
exp_random_03.csv,10919,667,825
exp_random_03.csv,742,368,1216
exp_random_03.csv,960,649,2127
exp_random_03.csv,568,8078,726
exp_random_03.csv,1182,1185,5709
exp_random_03.csv,257,3254,1195
exp_random_03.csv,2588,2900,1111
exp_random_03.csv,275,6826,1246
exp_random_03.csv,472,2242,2831
exp_random_03.csv,1461,555,4515
exp_random_03.csv,958,812,1704
exp_random_03.csv,903,2647,4182
exp_random_03.csv,937,2615,541
exp_random_03.csv,107,5879,7944
exp_random_03.csv,1580,836,2025
exp_random_03.csv,1078,1478,5854
exp_random_03.csv,1230,933,3190
exp_random_03.csv,918,918,2380
exp_random_03.csv,202,503,3268
exp_random_03.csv,2243,8244,361
exp_random_03.csv,863,4685,1978
exp_random_03.csv,330,1080,6563
exp_random_03.csv,1645,2495,2193
exp_random_03.csv,11866,226,1365
exp_random_03.csv,726,568,8078
exp_random_03.csv,4842,7832,79
exp_random_03.csv,836,2025,1580
exp_random_03.csv,1058,1129,1396
exp_random_03.csv,5582,716,1334
exp_random_03.csv,8562,855,1047
exp_random_03.csv,14468,167,830
exp_random_03.csv,2495,2193,1645
exp_random_03.csv,472,2831,2242
exp_random_03.csv,937,10058,955
exp_random_03.csv,2380,918,918
exp_random_03.csv,676,471,8401
exp_random_03.csv,788,4657,2724
exp_random_03.csv,3009,840,1318
exp_random_03.csv,4657,788,2724
exp_random_03.csv,3,3,3
exp_random_03.csv,1111,2900,2588
exp_random_03.csv,1961,2856,1726
exp_random_03.csv,1061,1334,6830
exp_random_03.csv,933,1230,3190
