expfile,m,n,k
exp_dgemm_independent-sizes_5.csv,153,3091,3819
exp_dgemm_independent-sizes_5.csv,584,7453,154
exp_dgemm_independent-sizes_5.csv,86,1643,2890
exp_dgemm_independent-sizes_5.csv,3144,4360,324
exp_dgemm_independent-sizes_5.csv,8106,282,2660
exp_dgemm_independent-sizes_5.csv,4077,3418,602
exp_dgemm_independent-sizes_5.csv,621,4905,1352
exp_dgemm_independent-sizes_5.csv,550,3829,4645
exp_dgemm_independent-sizes_5.csv,1284,3479,782
exp_dgemm_independent-sizes_5.csv,5275,155,2497
exp_dgemm_independent-sizes_5.csv,3532,1231,1040
exp_dgemm_independent-sizes_5.csv,6735,862,66
exp_dgemm_independent-sizes_5.csv,2004,129,1721
exp_dgemm_independent-sizes_5.csv,2287,6915,172
exp_dgemm_independent-sizes_5.csv,1854,2283,617
exp_dgemm_independent-sizes_5.csv,361,1559,558
exp_dgemm_independent-sizes_5.csv,7647,4075,274
exp_dgemm_independent-sizes_5.csv,8400,128,9284
exp_dgemm_independent-sizes_5.csv,114,5529,4573
exp_dgemm_independent-sizes_5.csv,8534,129,6831
exp_dgemm_independent-sizes_5.csv,7045,8405,135
exp_dgemm_independent-sizes_5.csv,393,3037,3013
exp_dgemm_independent-sizes_5.csv,1745,436,9566
exp_dgemm_independent-sizes_5.csv,308,1579,7713
exp_dgemm_independent-sizes_5.csv,1587,333,4931
exp_dgemm_independent-sizes_5.csv,8800,4125,22
exp_dgemm_independent-sizes_5.csv,36,8422,2359
exp_dgemm_independent-sizes_5.csv,1074,2643,712
exp_dgemm_independent-sizes_5.csv,110,6477,5557
exp_dgemm_independent-sizes_5.csv,466,919,7035
exp_dgemm_independent-sizes_5.csv,1709,871,3135
exp_dgemm_independent-sizes_5.csv,7367,8050,40
exp_dgemm_independent-sizes_5.csv,3283,4230,176
exp_dgemm_independent-sizes_5.csv,2331,2085,188
exp_dgemm_independent-sizes_5.csv,2338,435,4148
exp_dgemm_independent-sizes_5.csv,80,8561,1948
exp_dgemm_independent-sizes_5.csv,6464,1048,228
exp_dgemm_independent-sizes_5.csv,475,5529,1712
exp_dgemm_independent-sizes_5.csv,976,47,6128
exp_dgemm_independent-sizes_5.csv,2648,9253,284
exp_dgemm_independent-sizes_5.csv,908,5728,1296
exp_dgemm_independent-sizes_5.csv,1064,2498,304
exp_dgemm_independent-sizes_5.csv,2015,913,2623
exp_dgemm_independent-sizes_5.csv,2366,8867,421
exp_dgemm_independent-sizes_5.csv,244,2860,481
exp_dgemm_independent-sizes_5.csv,663,693,9541
exp_dgemm_independent-sizes_5.csv,3333,931,2944
exp_dgemm_independent-sizes_5.csv,3642,1189,1713
exp_dgemm_independent-sizes_5.csv,3102,3984,788
exp_dgemm_independent-sizes_5.csv,630,5552,915
exp_dgemm_independent-sizes_5.csv,7208,1454,265
exp_dgemm_independent-sizes_5.csv,1526,2629,672
exp_dgemm_independent-sizes_5.csv,866,1082,2326
exp_dgemm_independent-sizes_5.csv,251,9452,814
exp_dgemm_independent-sizes_5.csv,2131,2148,167
exp_dgemm_independent-sizes_5.csv,9645,401,1546
exp_dgemm_independent-sizes_5.csv,2970,1554,924
exp_dgemm_independent-sizes_5.csv,3631,18,3997
exp_dgemm_independent-sizes_5.csv,8983,3230,312
exp_dgemm_independent-sizes_5.csv,564,1890,5427
exp_dgemm_independent-sizes_5.csv,2035,3706,1101
exp_dgemm_independent-sizes_5.csv,5965,1502,198
exp_dgemm_independent-sizes_5.csv,6622,524,283
exp_dgemm_independent-sizes_5.csv,1265,274,4175
exp_dgemm_independent-sizes_5.csv,269,6031,4384
exp_dgemm_independent-sizes_5.csv,4104,3868,538
exp_dgemm_independent-sizes_5.csv,20,5665,5116
exp_dgemm_independent-sizes_5.csv,1699,16,3576
exp_dgemm_independent-sizes_5.csv,839,6858,798
exp_dgemm_independent-sizes_5.csv,1289,815,9391
exp_dgemm_independent-sizes_5.csv,8631,216,453
exp_dgemm_independent-sizes_5.csv,60,8757,2641
exp_dgemm_independent-sizes_5.csv,9105,594,1131
exp_dgemm_independent-sizes_5.csv,8,8017,8317
exp_dgemm_independent-sizes_5.csv,2957,717,1595
exp_dgemm_independent-sizes_5.csv,1535,1274,3873
exp_dgemm_independent-sizes_5.csv,89,5780,7158
exp_dgemm_independent-sizes_5.csv,2513,5434,589
exp_dgemm_independent-sizes_5.csv,6406,8057,97
exp_dgemm_independent-sizes_5.csv,2003,72,6709
exp_dgemm_independent-sizes_5.csv,377,3064,6404
exp_dgemm_independent-sizes_5.csv,2,2682,3754
exp_dgemm_independent-sizes_5.csv,5483,17,2132
exp_dgemm_independent-sizes_5.csv,3838,1329,367
exp_dgemm_independent-sizes_5.csv,24,9393,5129
exp_dgemm_independent-sizes_5.csv,143,238,7616
exp_dgemm_independent-sizes_5.csv,2992,5680,166
exp_dgemm_independent-sizes_5.csv,6824,252,3146
exp_dgemm_independent-sizes_5.csv,6561,37,5747
exp_dgemm_independent-sizes_5.csv,3600,2657,933
exp_dgemm_independent-sizes_5.csv,8844,78,5513
exp_dgemm_independent-sizes_5.csv,4789,2901,10
exp_dgemm_independent-sizes_5.csv,179,1937,4365
exp_dgemm_independent-sizes_5.csv,1348,4270,416
exp_dgemm_independent-sizes_5.csv,4586,7868,234
exp_dgemm_independent-sizes_5.csv,97,4574,7660
exp_dgemm_independent-sizes_5.csv,473,1632,310
exp_dgemm_independent-sizes_5.csv,5283,241,6609
exp_dgemm_independent-sizes_5.csv,1766,9233,599
exp_dgemm_independent-sizes_5.csv,897,1268,5887
exp_dgemm_independent-sizes_5.csv,765,2712,4763
exp_dgemm_independent-sizes_5.csv,1401,6019,1145
exp_dgemm_independent-sizes_5.csv,572,2313,2459
exp_dgemm_independent-sizes_5.csv,2716,2319,570
exp_dgemm_independent-sizes_5.csv,3303,143,3382
exp_dgemm_independent-sizes_5.csv,4516,4873,414
exp_dgemm_independent-sizes_5.csv,2516,1174,2414
exp_dgemm_independent-sizes_5.csv,505,1385,4876
exp_dgemm_independent-sizes_5.csv,1396,1827,3061
exp_dgemm_independent-sizes_5.csv,826,9681,568
exp_dgemm_independent-sizes_5.csv,426,2810,5449
exp_dgemm_independent-sizes_5.csv,2290,6600,333
exp_dgemm_independent-sizes_5.csv,21,4261,1317
exp_dgemm_independent-sizes_5.csv,47,8257,3871
exp_dgemm_independent-sizes_5.csv,26,1354,185
exp_dgemm_independent-sizes_5.csv,5282,163,5266
exp_dgemm_independent-sizes_5.csv,1360,1739,3902
exp_dgemm_independent-sizes_5.csv,5569,5961,130
exp_dgemm_independent-sizes_5.csv,3758,9674,197
exp_dgemm_independent-sizes_5.csv,8576,22,5357
exp_dgemm_independent-sizes_5.csv,16,6020,4817
exp_dgemm_independent-sizes_5.csv,1845,2578,563
exp_dgemm_independent-sizes_5.csv,3673,190,2011
exp_dgemm_independent-sizes_5.csv,4123,515,25
exp_dgemm_independent-sizes_5.csv,459,2629,6389
exp_dgemm_independent-sizes_5.csv,847,1554,1338
exp_dgemm_independent-sizes_5.csv,475,381,9750
exp_dgemm_independent-sizes_5.csv,2152,932,4246
exp_dgemm_independent-sizes_5.csv,7638,1889,77
exp_dgemm_independent-sizes_5.csv,8416,122,7177
exp_dgemm_independent-sizes_5.csv,9186,3229,302
exp_dgemm_independent-sizes_5.csv,187,6946,966
exp_dgemm_independent-sizes_5.csv,184,2583,5810
exp_dgemm_independent-sizes_5.csv,117,5523,2570
exp_dgemm_independent-sizes_5.csv,3528,2081,755
exp_dgemm_independent-sizes_5.csv,1559,4824,526
exp_dgemm_independent-sizes_5.csv,5437,2498,357
exp_dgemm_independent-sizes_5.csv,52,5209,4267
exp_dgemm_independent-sizes_5.csv,1472,672,9551
exp_dgemm_independent-sizes_5.csv,587,7397,1102
exp_dgemm_independent-sizes_5.csv,2205,4052,316
exp_dgemm_independent-sizes_5.csv,1592,3718,564
exp_dgemm_independent-sizes_5.csv,2194,973,2825
exp_dgemm_independent-sizes_5.csv,3009,3056,93
exp_dgemm_independent-sizes_5.csv,860,558,333
exp_dgemm_independent-sizes_5.csv,481,6870,564
exp_dgemm_independent-sizes_5.csv,2013,2672,246
exp_dgemm_independent-sizes_5.csv,5369,1389,454
exp_dgemm_independent-sizes_5.csv,6345,7337,99
exp_dgemm_independent-sizes_5.csv,252,3770,7371
exp_dgemm_independent-sizes_5.csv,755,2105,3948
exp_dgemm_independent-sizes_5.csv,8151,440,1324
exp_dgemm_independent-sizes_5.csv,5085,2622,232
exp_dgemm_independent-sizes_5.csv,7708,5802,115
exp_dgemm_independent-sizes_5.csv,3003,3296,799
exp_dgemm_independent-sizes_5.csv,1572,2,3993
exp_dgemm_independent-sizes_5.csv,275,735,8689
exp_dgemm_independent-sizes_5.csv,1010,12,1877
exp_dgemm_independent-sizes_5.csv,3707,1184,1360
exp_dgemm_independent-sizes_5.csv,3711,1742,1114
exp_dgemm_independent-sizes_5.csv,2274,1407,1454
exp_dgemm_independent-sizes_5.csv,582,1024,8669
exp_dgemm_independent-sizes_5.csv,2255,4265,662
exp_dgemm_independent-sizes_5.csv,5295,3383,59
exp_dgemm_independent-sizes_5.csv,5260,119,691
exp_dgemm_independent-sizes_5.csv,2064,5866,745
exp_dgemm_independent-sizes_5.csv,2543,3935,847
exp_dgemm_independent-sizes_5.csv,2996,792,2038
exp_dgemm_independent-sizes_5.csv,68,5541,6488
exp_dgemm_independent-sizes_5.csv,510,1827,697
exp_dgemm_independent-sizes_5.csv,1697,731,7109
exp_dgemm_independent-sizes_5.csv,464,1541,3571
exp_dgemm_independent-sizes_5.csv,773,4414,239
exp_dgemm_independent-sizes_5.csv,294,562,6768
exp_dgemm_independent-sizes_5.csv,1238,452,7978
exp_dgemm_independent-sizes_5.csv,126,120,8842
exp_dgemm_independent-sizes_5.csv,4976,1169,1344
exp_dgemm_independent-sizes_5.csv,4226,496,2609
exp_dgemm_independent-sizes_5.csv,646,1150,8522
exp_dgemm_independent-sizes_5.csv,885,3964,1859
exp_dgemm_independent-sizes_5.csv,976,1140,2589
exp_dgemm_independent-sizes_5.csv,108,8580,7116
exp_dgemm_independent-sizes_5.csv,1177,4937,1382
exp_dgemm_independent-sizes_5.csv,1168,3165,1454
exp_dgemm_independent-sizes_5.csv,2944,1058,1581
exp_dgemm_independent-sizes_5.csv,1832,3746,244
exp_dgemm_independent-sizes_5.csv,637,1881,7314
exp_dgemm_independent-sizes_5.csv,4898,290,5507
exp_dgemm_independent-sizes_5.csv,2254,2362,824
exp_dgemm_independent-sizes_5.csv,2457,3653,206
exp_dgemm_independent-sizes_5.csv,799,560,4339
exp_dgemm_independent-sizes_5.csv,8533,60,8915
exp_dgemm_independent-sizes_5.csv,1901,4323,980
exp_dgemm_independent-sizes_5.csv,9178,1256,798
exp_dgemm_independent-sizes_5.csv,3321,3375,782
exp_dgemm_independent-sizes_5.csv,115,4729,9009
exp_dgemm_independent-sizes_5.csv,1775,2237,1942
exp_dgemm_independent-sizes_5.csv,4654,304,3348
exp_dgemm_independent-sizes_5.csv,1197,4612,584
exp_dgemm_independent-sizes_5.csv,112,7073,771
exp_dgemm_independent-sizes_5.csv,2803,1122,1639
exp_dgemm_independent-sizes_5.csv,1424,365,9319
exp_dgemm_independent-sizes_5.csv,1079,1741,1014
exp_dgemm_independent-sizes_5.csv,8664,7013,123
exp_dgemm_independent-sizes_5.csv,8393,1298,143
exp_dgemm_independent-sizes_5.csv,3605,22,1990
exp_dgemm_independent-sizes_5.csv,699,2181,481
exp_dgemm_independent-sizes_5.csv,100,6775,6001
exp_dgemm_independent-sizes_5.csv,783,3097,3447
exp_dgemm_independent-sizes_5.csv,3168,166,983
exp_dgemm_independent-sizes_5.csv,7298,5380,127
exp_dgemm_independent-sizes_5.csv,1369,1008,128
exp_dgemm_independent-sizes_5.csv,3283,410,3482
exp_dgemm_independent-sizes_5.csv,124,9967,374
exp_dgemm_independent-sizes_5.csv,370,2634,9428
exp_dgemm_independent-sizes_5.csv,8139,3012,220
exp_dgemm_independent-sizes_5.csv,5477,1371,1029
exp_dgemm_independent-sizes_5.csv,7126,257,1904
exp_dgemm_independent-sizes_5.csv,295,5302,2638
exp_dgemm_independent-sizes_5.csv,225,6388,6012
exp_dgemm_independent-sizes_5.csv,3395,14,9565
exp_dgemm_independent-sizes_5.csv,1013,9113,63
exp_dgemm_independent-sizes_5.csv,1312,8370,309
exp_dgemm_independent-sizes_5.csv,209,590,3179
exp_dgemm_independent-sizes_5.csv,580,4085,879
exp_dgemm_independent-sizes_5.csv,17,2224,7115
exp_dgemm_independent-sizes_5.csv,7438,129,8164
exp_dgemm_independent-sizes_5.csv,6226,3513,148
exp_dgemm_independent-sizes_5.csv,3732,267,674
exp_dgemm_independent-sizes_5.csv,4454,617,2183
exp_dgemm_independent-sizes_5.csv,2360,768,3073
exp_dgemm_independent-sizes_5.csv,1171,479,6014
exp_dgemm_independent-sizes_5.csv,6836,47,6164
exp_dgemm_independent-sizes_5.csv,92,8664,1786
exp_dgemm_independent-sizes_5.csv,925,71,4082
exp_dgemm_independent-sizes_5.csv,8787,2514,284
exp_dgemm_independent-sizes_5.csv,520,514,7523
exp_dgemm_independent-sizes_5.csv,6244,59,6173
exp_dgemm_independent-sizes_5.csv,720,1879,16
exp_dgemm_independent-sizes_5.csv,455,6699,2290
exp_dgemm_independent-sizes_5.csv,2114,3655,1284
exp_dgemm_independent-sizes_5.csv,1629,217,6186
exp_dgemm_independent-sizes_5.csv,8045,94,3429
exp_dgemm_independent-sizes_5.csv,111,9540,448
exp_dgemm_independent-sizes_5.csv,7754,15,4313
exp_dgemm_independent-sizes_5.csv,3394,36,7447
exp_dgemm_independent-sizes_5.csv,670,394,5603
exp_dgemm_independent-sizes_5.csv,69,1673,40
exp_dgemm_independent-sizes_5.csv,3369,865,626
exp_dgemm_independent-sizes_5.csv,519,1578,5111
exp_dgemm_independent-sizes_5.csv,6358,340,2443
exp_dgemm_independent-sizes_5.csv,601,2999,1238
exp_dgemm_independent-sizes_5.csv,3552,71,5342
exp_dgemm_independent-sizes_5.csv,3078,1299,1161
exp_dgemm_independent-sizes_5.csv,6340,1597,94
exp_dgemm_independent-sizes_5.csv,41,9542,1153
exp_dgemm_independent-sizes_5.csv,1675,200,1285
exp_dgemm_independent-sizes_5.csv,7184,133,8419
exp_dgemm_independent-sizes_5.csv,1057,148,3392
exp_dgemm_independent-sizes_5.csv,9798,2349,297
exp_dgemm_independent-sizes_5.csv,5133,1756,86
exp_dgemm_independent-sizes_5.csv,910,465,7333
exp_dgemm_independent-sizes_5.csv,113,8690,5339
exp_dgemm_independent-sizes_5.csv,1421,2618,2495
exp_dgemm_independent-sizes_5.csv,5741,5050,57
exp_dgemm_independent-sizes_5.csv,5110,42,5722
exp_dgemm_independent-sizes_5.csv,269,1597,5102
exp_dgemm_independent-sizes_5.csv,31,7403,7882
exp_dgemm_independent-sizes_5.csv,277,8,675
exp_dgemm_independent-sizes_5.csv,6540,309,3509
exp_dgemm_independent-sizes_5.csv,3090,194,5691
exp_dgemm_independent-sizes_5.csv,2760,8242,227
exp_dgemm_independent-sizes_5.csv,5410,777,250
exp_dgemm_independent-sizes_5.csv,545,2593,6189
exp_dgemm_independent-sizes_5.csv,4818,212,4557
exp_dgemm_independent-sizes_5.csv,525,849,743
exp_dgemm_independent-sizes_5.csv,1096,4330,1134
exp_dgemm_independent-sizes_5.csv,6639,235,4351
exp_dgemm_independent-sizes_5.csv,299,825,8459
exp_dgemm_independent-sizes_5.csv,2883,8295,376
exp_dgemm_independent-sizes_5.csv,2529,3588,579
exp_dgemm_independent-sizes_5.csv,1316,294,3715
exp_dgemm_independent-sizes_5.csv,5657,7345,217
exp_dgemm_independent-sizes_5.csv,2083,269,9715
exp_dgemm_independent-sizes_5.csv,25,7610,3532
exp_dgemm_independent-sizes_5.csv,599,516,3938
exp_dgemm_independent-sizes_5.csv,1249,9802,437
exp_dgemm_independent-sizes_5.csv,1133,2446,1831
exp_dgemm_independent-sizes_5.csv,2425,2598,113
exp_dgemm_independent-sizes_5.csv,570,2369,6596
exp_dgemm_independent-sizes_5.csv,4482,827,1976
exp_dgemm_independent-sizes_5.csv,4136,154,378
exp_dgemm_independent-sizes_5.csv,41,5506,103
exp_dgemm_independent-sizes_5.csv,671,1928,3522
exp_dgemm_independent-sizes_5.csv,2923,909,2342
exp_dgemm_independent-sizes_5.csv,1773,4991,448
exp_dgemm_independent-sizes_5.csv,6916,1219,347
exp_dgemm_independent-sizes_5.csv,1229,184,7881
exp_dgemm_independent-sizes_5.csv,319,7901,3434
exp_dgemm_independent-sizes_5.csv,8995,428,1252
exp_dgemm_independent-sizes_5.csv,9165,73,1279
exp_dgemm_independent-sizes_5.csv,6989,2733,131
exp_dgemm_independent-sizes_5.csv,1534,1214,3709
exp_dgemm_independent-sizes_5.csv,3740,900,1706
exp_dgemm_independent-sizes_5.csv,1462,975,4117
exp_dgemm_independent-sizes_5.csv,868,1368,2950
exp_dgemm_independent-sizes_5.csv,5648,168,9847
exp_dgemm_independent-sizes_5.csv,1374,2722,2166
exp_dgemm_independent-sizes_5.csv,907,5278,814
exp_dgemm_independent-sizes_5.csv,184,7235,2156
exp_dgemm_independent-sizes_5.csv,1398,621,298
exp_dgemm_independent-sizes_5.csv,3949,9582,162
exp_dgemm_independent-sizes_5.csv,1122,1396,3282
exp_dgemm_uniform-product_4.csv,212,4581,6358
exp_dgemm_uniform-product_4.csv,1714,2013,2181
exp_dgemm_uniform-product_4.csv,503,3918,4236
exp_dgemm_uniform-product_4.csv,784,2045,4284
exp_dgemm_uniform-product_4.csv,1470,2349,2779
exp_dgemm_uniform-product_4.csv,986,1217,1371
exp_dgemm_uniform-product_4.csv,980,180,6774
exp_dgemm_uniform-product_4.csv,184,4730,5844
exp_dgemm_uniform-product_4.csv,994,174,6374
exp_dgemm_uniform-product_4.csv,1250,1223,6386
exp_dgemm_uniform-product_4.csv,289,2447,4294
exp_dgemm_uniform-product_4.csv,1201,1603,2249
exp_dgemm_uniform-product_4.csv,1525,241,9738
exp_dgemm_uniform-product_4.csv,789,2643,3991
exp_dgemm_uniform-product_4.csv,349,3665,3973
exp_dgemm_uniform-product_4.csv,1148,2323,3117
exp_dgemm_uniform-product_4.csv,127,2811,4681
exp_dgemm_uniform-product_4.csv,1110,1524,5626
exp_dgemm_uniform-product_4.csv,516,1672,9401
exp_dgemm_uniform-product_4.csv,287,2894,6818
exp_dgemm_uniform-product_4.csv,1185,1721,1957
exp_dgemm_uniform-product_4.csv,374,2909,8510
exp_dgemm_uniform-product_4.csv,870,1814,1904
exp_dgemm_uniform-product_4.csv,1031,1838,5267
exp_dgemm_uniform-product_4.csv,1605,816,4006
exp_dgemm_uniform-product_4.csv,189,1630,3854
exp_dgemm_uniform-product_4.csv,1000,1809,4984
exp_dgemm_uniform-product_4.csv,1343,1346,2047
exp_dgemm_uniform-product_4.csv,1844,1711,2242
exp_dgemm_uniform-product_4.csv,1269,801,3302
exp_dgemm_uniform-product_4.csv,1419,1839,2635
exp_dgemm_uniform-product_4.csv,989,996,3163
exp_dgemm_uniform-product_4.csv,901,393,5108
exp_dgemm_uniform-product_4.csv,99,637,2737
exp_dgemm_uniform-product_4.csv,742,1357,3664
exp_dgemm_uniform-product_4.csv,496,3271,5158
exp_dgemm_uniform-product_4.csv,725,2589,4895
exp_dgemm_uniform-product_4.csv,861,200,5328
exp_dgemm_uniform-product_4.csv,891,765,2107
exp_dgemm_uniform-product_4.csv,14,3426,9359
exp_dgemm_uniform-product_4.csv,1975,1708,2790
exp_dgemm_uniform-product_4.csv,343,161,771
exp_dgemm_uniform-product_4.csv,883,770,2318
exp_dgemm_uniform-product_4.csv,597,1036,1141
exp_dgemm_uniform-product_4.csv,834,529,1981
exp_dgemm_uniform-product_4.csv,732,1073,2196
exp_dgemm_uniform-product_4.csv,397,445,680
exp_dgemm_uniform-product_4.csv,1425,2051,2936
exp_dgemm_uniform-product_4.csv,1729,1264,2777
exp_dgemm_uniform-product_4.csv,803,1303,3130
exp_dgemm_uniform-product_4.csv,465,2153,4147
exp_dgemm_uniform-product_4.csv,719,1745,7046
exp_dgemm_uniform-product_4.csv,984,1503,2342
exp_dgemm_uniform-product_4.csv,1326,1498,1848
exp_dgemm_uniform-product_4.csv,184,1295,3411
exp_dgemm_uniform-product_4.csv,867,430,8572
exp_dgemm_uniform-product_4.csv,251,623,1817
exp_dgemm_uniform-product_4.csv,121,7509,9903
exp_dgemm_uniform-product_4.csv,1778,511,7081
exp_dgemm_uniform-product_4.csv,140,5910,7566
exp_dgemm_uniform-product_4.csv,1423,2232,2917
exp_dgemm_uniform-product_4.csv,1935,1006,4578
exp_dgemm_uniform-product_4.csv,558,2346,5110
exp_dgemm_uniform-product_4.csv,56,2132,6247
exp_dgemm_uniform-product_4.csv,397,1582,4935
exp_dgemm_uniform-product_4.csv,1106,1622,1654
exp_dgemm_uniform-product_4.csv,294,2534,5140
exp_dgemm_uniform-product_4.csv,122,6273,6654
exp_dgemm_uniform-product_4.csv,706,706,4417
exp_dgemm_uniform-product_4.csv,1594,1264,2180
exp_dgemm_uniform-product_4.csv,242,2548,8608
exp_dgemm_uniform-product_4.csv,619,2330,3443
exp_dgemm_uniform-product_4.csv,936,1305,5207
exp_dgemm_uniform-product_4.csv,1118,1106,1429
exp_dgemm_uniform-product_4.csv,1860,1439,3440
exp_dgemm_uniform-product_4.csv,763,2037,2145
exp_dgemm_uniform-product_4.csv,518,614,5010
exp_dgemm_uniform-product_4.csv,1052,822,5732
exp_dgemm_uniform-product_4.csv,2131,1732,2709
exp_dgemm_uniform-product_4.csv,1293,1690,2501
exp_dgemm_uniform-product_4.csv,479,653,1455
exp_dgemm_uniform-product_4.csv,671,2272,3303
exp_dgemm_uniform-product_4.csv,485,321,3057
exp_dgemm_uniform-product_4.csv,314,2910,9089
exp_dgemm_uniform-product_4.csv,204,4072,7324
exp_dgemm_uniform-product_4.csv,639,474,4574
exp_dgemm_uniform-product_4.csv,542,450,1425
exp_dgemm_uniform-product_4.csv,558,3554,4499
exp_dgemm_uniform-product_4.csv,1066,1940,4264
exp_dgemm_uniform-product_4.csv,1350,1184,2639
exp_dgemm_uniform-product_4.csv,212,6358,4581
exp_dgemm_uniform-product_4.csv,1714,2181,2013
exp_dgemm_uniform-product_4.csv,503,4236,3918
exp_dgemm_uniform-product_4.csv,784,4284,2045
exp_dgemm_uniform-product_4.csv,1470,2779,2349
exp_dgemm_uniform-product_4.csv,986,1371,1217
exp_dgemm_uniform-product_4.csv,980,6774,180
exp_dgemm_uniform-product_4.csv,184,5844,4730
exp_dgemm_uniform-product_4.csv,994,6374,174
exp_dgemm_uniform-product_4.csv,1250,6386,1223
exp_dgemm_uniform-product_4.csv,289,4294,2447
exp_dgemm_uniform-product_4.csv,1201,2249,1603
exp_dgemm_uniform-product_4.csv,1525,9738,241
exp_dgemm_uniform-product_4.csv,789,3991,2643
exp_dgemm_uniform-product_4.csv,349,3973,3665
exp_dgemm_uniform-product_4.csv,1148,3117,2323
exp_dgemm_uniform-product_4.csv,127,4681,2811
exp_dgemm_uniform-product_4.csv,1110,5626,1524
exp_dgemm_uniform-product_4.csv,516,9401,1672
exp_dgemm_uniform-product_4.csv,287,6818,2894
exp_dgemm_uniform-product_4.csv,1185,1957,1721
exp_dgemm_uniform-product_4.csv,374,8510,2909
exp_dgemm_uniform-product_4.csv,870,1904,1814
exp_dgemm_uniform-product_4.csv,1031,5267,1838
exp_dgemm_uniform-product_4.csv,1605,4006,816
exp_dgemm_uniform-product_4.csv,189,3854,1630
exp_dgemm_uniform-product_4.csv,1000,4984,1809
exp_dgemm_uniform-product_4.csv,1343,2047,1346
exp_dgemm_uniform-product_4.csv,1844,2242,1711
exp_dgemm_uniform-product_4.csv,1269,3302,801
exp_dgemm_uniform-product_4.csv,1419,2635,1839
exp_dgemm_uniform-product_4.csv,989,3163,996
exp_dgemm_uniform-product_4.csv,901,5108,393
exp_dgemm_uniform-product_4.csv,99,2737,637
exp_dgemm_uniform-product_4.csv,742,3664,1357
exp_dgemm_uniform-product_4.csv,496,5158,3271
exp_dgemm_uniform-product_4.csv,725,4895,2589
exp_dgemm_uniform-product_4.csv,861,5328,200
exp_dgemm_uniform-product_4.csv,891,2107,765
exp_dgemm_uniform-product_4.csv,14,9359,3426
exp_dgemm_uniform-product_4.csv,1975,2790,1708
exp_dgemm_uniform-product_4.csv,343,771,161
exp_dgemm_uniform-product_4.csv,883,2318,770
exp_dgemm_uniform-product_4.csv,597,1141,1036
exp_dgemm_uniform-product_4.csv,834,1981,529
exp_dgemm_uniform-product_4.csv,732,2196,1073
exp_dgemm_uniform-product_4.csv,397,680,445
exp_dgemm_uniform-product_4.csv,1425,2936,2051
exp_dgemm_uniform-product_4.csv,1729,2777,1264
exp_dgemm_uniform-product_4.csv,803,3130,1303
exp_dgemm_uniform-product_4.csv,465,4147,2153
exp_dgemm_uniform-product_4.csv,719,7046,1745
exp_dgemm_uniform-product_4.csv,984,2342,1503
exp_dgemm_uniform-product_4.csv,1326,1848,1498
exp_dgemm_uniform-product_4.csv,184,3411,1295
exp_dgemm_uniform-product_4.csv,867,8572,430
exp_dgemm_uniform-product_4.csv,251,1817,623
exp_dgemm_uniform-product_4.csv,121,9903,7509
exp_dgemm_uniform-product_4.csv,1778,7081,511
exp_dgemm_uniform-product_4.csv,140,7566,5910
exp_dgemm_uniform-product_4.csv,1423,2917,2232
exp_dgemm_uniform-product_4.csv,1935,4578,1006
exp_dgemm_uniform-product_4.csv,558,5110,2346
exp_dgemm_uniform-product_4.csv,56,6247,2132
exp_dgemm_uniform-product_4.csv,397,4935,1582
exp_dgemm_uniform-product_4.csv,1106,1654,1622
exp_dgemm_uniform-product_4.csv,294,5140,2534
exp_dgemm_uniform-product_4.csv,122,6654,6273
exp_dgemm_uniform-product_4.csv,706,4417,706
exp_dgemm_uniform-product_4.csv,1594,2180,1264
exp_dgemm_uniform-product_4.csv,242,8608,2548
exp_dgemm_uniform-product_4.csv,619,3443,2330
exp_dgemm_uniform-product_4.csv,936,5207,1305
exp_dgemm_uniform-product_4.csv,1118,1429,1106
exp_dgemm_uniform-product_4.csv,1860,3440,1439
exp_dgemm_uniform-product_4.csv,763,2145,2037
exp_dgemm_uniform-product_4.csv,518,5010,614
exp_dgemm_uniform-product_4.csv,1052,5732,822
exp_dgemm_uniform-product_4.csv,2131,2709,1732
exp_dgemm_uniform-product_4.csv,1293,2501,1690
exp_dgemm_uniform-product_4.csv,479,1455,653
exp_dgemm_uniform-product_4.csv,671,3303,2272
exp_dgemm_uniform-product_4.csv,485,3057,321
exp_dgemm_uniform-product_4.csv,314,9089,2910
exp_dgemm_uniform-product_4.csv,204,7324,4072
exp_dgemm_uniform-product_4.csv,639,4574,474
exp_dgemm_uniform-product_4.csv,542,1425,450
exp_dgemm_uniform-product_4.csv,558,4499,3554
exp_dgemm_uniform-product_4.csv,1066,4264,1940
exp_dgemm_uniform-product_4.csv,1350,2639,1184
exp_dgemm_uniform-product_4.csv,4581,212,6358
exp_dgemm_uniform-product_4.csv,2013,1714,2181
exp_dgemm_uniform-product_4.csv,3918,503,4236
exp_dgemm_uniform-product_4.csv,2045,784,4284
exp_dgemm_uniform-product_4.csv,2349,1470,2779
exp_dgemm_uniform-product_4.csv,1217,986,1371
exp_dgemm_uniform-product_4.csv,180,980,6774
exp_dgemm_uniform-product_4.csv,4730,184,5844
exp_dgemm_uniform-product_4.csv,174,994,6374
exp_dgemm_uniform-product_4.csv,1223,1250,6386
exp_dgemm_uniform-product_4.csv,2447,289,4294
exp_dgemm_uniform-product_4.csv,1603,1201,2249
exp_dgemm_uniform-product_4.csv,241,1525,9738
exp_dgemm_uniform-product_4.csv,2643,789,3991
